,r1_l,r1_r,r2_l,r2_r,fb,ft
25,561.0802934749876,93.96190069822875,813.8430895165736,370.0962290778235,704.7857775572496,332.3666183428986
26,604.2891306845557,215.88613629995848,774.5611170439128,376.99989717337024,776.8296943088237,304.31130168221944
27,570.6358299629109,160.04794666119707,838.9688935217637,518.0648138799381,773.3530807417392,359.85855961983725
28,586.2622301227351,251.81336461820902,695.8662131215691,366.1145053711107,654.6944887930201,366.1470273257894
29,586.040102788865,250.3778083406775,758.521135561607,385.56767190093205,813.3245266283266,322.94964538801304
30,648.9498750840651,143.32239545586145,804.7533447859192,399.0692711762623,738.1061909038937,325.67839221604646
31,694.6348967756027,300.488827833523,770.0562149904985,457.9387694958659,780.3724852900018,364.77629004652204
32,532.7937720497338,171.85687146674266,766.1942008361912,502.6072309001212,753.687237243506,357.3426776684121
33,599.9514463189066,182.48228538345782,843.1562649843593,383.93677097558714,725.9615039287594,379.1943850799428
34,517.973262460782,206.80440315038504,709.9633454220151,348.2238901710735,749.4128093700627,402.1549015643782
35,597.559294734646,256.4800461692033,700.2701448212345,373.0562593182815,824.2408085790048,320.7508753261917
36,658.1916886810804,226.3479945028206,810.360507373463,439.164086082136,757.888648527393,368.9304067258702
37,622.548039742872,207.58888606650606,760.3624623327487,420.9636146446528,723.957143728327,465.7779258297864
38,614.8047399176722,123.25672997650788,780.8419922116468,368.75090910073095,702.4125356711281,294.8824533833078
39,643.0275644633268,237.9256481256958,728.1021434817201,420.38032310097236,638.241399814877,342.46503434099054
40,569.833482884906,251.84946438019094,687.7796528059985,428.8496448646012,834.1210171271377,339.2473377582032
41,662.2121295349832,304.2689924838089,751.0122657170829,391.56139268071,745.7875018990773,352.87701442863744
42,602.8491388664737,249.05561881797448,722.4488639564607,418.6107079340629,604.9008306351429,399.62278230562947
43,540.3654796041898,154.29314196255615,766.415159767038,454.45549859755965,722.1575931370563,281.99776443533636
44,555.9041216002165,113.65512515150807,779.2560862700354,358.17717288470186,705.6232609961631,370.87029989950213
45,656.7913313960304,152.91274288750532,857.0471208166009,346.4294139456114,745.8171258075444,342.4299380619148
46,653.2200778830954,248.43897742662557,787.4718612661795,369.9203079801259,761.5776047572471,441.346146665407
47,614.1099101815212,192.45974996931534,750.9426890213947,346.26213248335426,632.204745934591,376.9261842376572
48,582.7003349836435,143.90548317893166,830.7841550600534,365.05601977453915,690.0613424494563,378.231111122069
49,694.97897527518,262.84720486058916,829.3028102844482,400.95882149923796,840.2065083550879,323.79032460503794
50,710.1818571622637,289.36742992303465,817.7870551400089,377.65139460312105,771.8056107844657,372.76403936731606
51,662.9239843465558,311.5367957860195,734.4076174129372,454.32059062713375,784.2766391430783,397.12156913572255
52,499.2427099725853,175.11082653368035,812.1414916166593,421.95935369240743,794.0202503009554,356.88803511555903
53,519.197519539063,229.24631722192058,725.0845902313465,391.25810904581124,703.5590268195077,302.282603429973
54,565.0427768782678,193.73928131242153,792.7525765545439,392.82701552619517,775.0264487007723,334.84656571609634
55,534.2058272693638,123.9532997187137,773.334604191376,333.67764026640157,752.088370012329,359.5650496555579
56,570.641310954194,233.28565909770302,770.1380594913121,400.6889233133558,752.3625257370727,309.31027993981513
57,547.7812595844111,133.55563128030855,902.8685888836461,416.5643176899917,684.1608872319838,428.4889968335533
58,516.306276923574,268.6861250341144,737.6510113370744,404.21837406119147,763.7094283899152,290.23948408904823
59,614.9053726377424,142.17567779202403,776.085715646257,370.9934513305087,707.425242311638,355.1138964535565
60,696.1236270843774,229.15493458101048,872.3301744862829,360.538447448294,780.0217010616047,373.0307828963159
61,668.3053019277579,217.7332646165259,774.3343156759604,322.3392864438168,687.4051245421651,390.221214795382
62,594.7498538253709,204.56289027318365,816.7124655814271,429.0934120970824,688.5293463291023,369.5835980079327
63,615.7762506434046,207.68921638313446,808.7586443557602,382.86624007485113,687.004008009662,367.23982817830586
64,633.1375420179737,228.1897287235171,760.8820810988879,376.7148750734129,751.4075077788356,351.5527061606676
65,567.5693003422558,216.9677272623926,717.8422472304896,382.36625484716285,704.1485772044113,397.7877185271749
66,544.4757493447838,204.13430022615546,701.6908225734228,351.88877728509595,748.3896649344493,348.5268682804645
67,603.6430638365619,250.1142113315303,795.2424712015392,392.97672432458614,752.979048530952,322.51532288945083
68,626.6118298695455,224.5628160061361,793.1725655302081,309.063152994573,755.2725671806088,307.4866408908743
69,642.9431328438552,224.69325578878954,760.1737720147127,358.7704541607165,843.318150881782,317.8453073756143
70,668.1655894699414,246.86011746163655,828.2343667396319,327.7743734941189,802.0657191557841,328.7081536630077
71,675.0048552377356,248.6511392125496,760.0390575729909,419.6429140386487,808.2179827621089,371.16211021525993
72,592.6423213721267,128.72965690129658,813.0206756232873,326.1765393798401,723.2069799186833,347.8730538669161
73,604.0896643359108,232.1328307955763,775.4311510203569,460.8099849709066,719.336863926481,375.21019394896996
74,612.7182001011626,210.70167925990376,795.3590425016187,451.8456921980309,753.9890709431319,334.04520896281997
75,579.821599510789,268.2157802663255,737.8029303248775,342.1943944429591,702.142307943694,304.624727166309
76,560.8707801385623,179.48961686319993,767.9134126546095,419.80304221528974,670.8921961632914,283.0579523964293
77,671.500053532115,195.69904374283132,763.9080859216114,325.06120055876346,735.5825855852638,328.1118939567063
78,649.1669478866118,249.79405754189685,788.9186595883692,460.2410705233612,742.4972623608966,342.68662201658213
79,595.4585263405183,233.53086130313068,781.525612567205,358.23846264810265,711.0883212118742,491.36503982014153
80,621.1988299346167,270.60344558147335,867.3403080721567,474.21795759178644,751.3551648183694,365.96286311277584
81,608.9177967703667,237.27301964795402,687.0618942501861,323.25655082926187,742.8726877349851,396.4227614576854
82,583.1689336929661,200.2820602697069,827.5995412739202,523.4128827485455,757.0515281469891,323.75865452805226
83,641.4907202966472,210.48206068309136,738.1531696382172,314.14416305399664,688.1094066336732,396.4752816141359
84,605.7693400604179,144.29072700837312,758.603128649105,346.94602930849766,777.4362308181157,291.13656046637317
85,596.7449855429285,266.69366950980185,804.5121151224142,452.9425469458695,712.2119099573704,336.27236709166414
86,617.8123845842721,177.82754557153618,745.6312577807134,392.3978540133378,697.2658696550257,342.33629864751
87,590.4824901616586,247.99389637895464,820.8577792234021,389.67528397552434,728.1349103047158,414.7734381178926
88,549.7789264958652,158.76398049247155,775.7598594686384,353.99614023681534,740.4670090146373,314.94708677451035
89,577.5368042071093,175.4803195252403,731.7799357908302,409.44118224510214,757.4426032559015,332.91557909655535
90,675.1575283661997,226.8658904003716,779.5987571049283,421.03320307909974,793.569472242782,389.24006385699204
91,537.7408426410079,156.00946289570652,686.168343138982,393.3805771594665,707.580154293792,365.1620019937886
92,546.218396766696,206.31684898038412,783.5330590175172,421.9072963201259,815.8466705019393,362.37674057488977
93,621.6230683173799,284.0665535714156,812.6298258787389,392.17365334741567,720.7745620993747,394.87265449337207
94,557.9220488755824,167.0045329123008,727.3744227626057,384.95202727655106,745.6134769192322,370.22294751149366
95,641.6628082390794,226.25413317733376,745.1587093024141,386.0911037225336,694.4206345398725,345.80385083575334
96,586.2616918997381,150.6930998339437,781.5198177056793,428.2409630869909,705.8872695197101,299.78558102269307
97,627.9748113203049,274.146309483803,822.5490720872489,424.12048838232,707.3695561429594,341.2748411019309
98,520.1598131065573,193.5411807370397,691.0948712798124,426.61604839848053,743.9161114005467,355.1865141469804
99,575.6026636478556,206.85400928591636,797.4731571395254,364.0315578482752,788.3786311018325,316.77076134995235
100,664.7903763588098,164.86620613181026,809.1383737928888,336.86201484696227,763.1206315152481,330.1872681217175
101,633.0323702185799,129.8992899598524,817.8877557412084,272.45839721978996,706.647496757546,330.7237225573096
102,571.2527846260668,222.31531359509694,696.9090255309122,408.5300412400541,754.246347811233,325.12473149036884
103,628.4280750729292,221.40536118569602,784.0035619506608,399.5008227686304,805.8711260299185,313.8135223260127
104,610.1839384753628,173.54249570562882,849.9241916986014,426.6332854347517,764.3533985312108,407.62623746998827
105,579.196424395861,190.2551664961195,745.2632382944759,395.0776180656431,646.5125305407754,353.4025929851082
106,542.3961186221726,234.5338884335302,751.8943182980472,394.962895002138,724.8600469262707,325.30410865153215
107,598.9978604546434,129.6188791687117,843.5619152482923,413.40171455141893,735.9859352672071,380.5304056543385
108,537.7008883329374,281.2178826691271,724.5960269269834,393.08414886789046,784.6618104254817,307.55614266762603
109,641.5434595178168,242.96882027297272,844.6858719898145,414.3924446653725,727.7169523364684,427.9990370613244
110,527.5579681849576,212.18523608590507,765.6259787210146,450.81086602428894,748.4283231622096,285.2480341481837
111,579.3751838311133,131.10780368486328,832.6962033940003,322.1797555833297,711.3486243850849,360.0224718004985
112,650.1741015284357,187.14060399615494,960.7054803400242,426.28311501779353,768.8359800987267,412.8345550802029
113,551.7592705626461,218.07986928351738,741.7176244975253,382.7481610053072,770.9426835424741,455.15778253897
114,619.5056936586892,121.64979038931035,800.0291127412523,389.1620657806226,720.7458424258269,407.83018486800427
115,584.6546822766442,245.75732743548684,842.7935213419894,473.98898817313443,614.7473554338762,347.94862244513837
116,650.5734226872365,219.7299911408511,735.1902989274911,355.57176187952604,759.5308982464824,377.3533230563139
117,570.1736927190791,239.10540992189766,790.4549647450307,447.3440120929691,703.1264209878921,331.3041440839756
118,616.7366334499706,229.86764725700155,759.3205172986718,435.3488805411385,684.7564300325322,333.1344971774258
119,553.264483755031,240.84196707007672,803.9159378974085,514.9539962689498,789.8232918355246,379.84491661629926
120,579.242839005649,178.95252395774588,808.1826794792123,437.48171099327266,707.3964358506029,419.43772390267344
121,571.5526131253453,147.40496195368243,801.3976120206083,419.5760491996575,714.2135460813969,369.8438617529952
122,613.9164714454791,198.02318904927432,811.4332863125254,370.3924107537086,731.2264843539923,340.30605739284545
123,647.1760484277517,298.11676737559355,769.8883112759463,384.89732534412354,707.792636218037,349.12129343204856
124,617.9767062850842,225.4762538816188,716.40211964106,393.2226250608782,747.1078459222249,396.1542544837891
125,600.0114058956137,167.65441522112178,801.8214327673383,414.76024057269433,736.4145653923854,368.3986013806098
126,558.379540650383,200.14578515457785,785.417372691481,516.1421791016858,763.5105031155505,397.25378360466044
127,604.7632672476054,171.5264035654378,820.8329242798574,458.3459593695012,751.7210250743558,435.25215031872716
128,598.5041280288053,129.3640128853135,773.6335891498549,348.19146140920554,714.8838154267611,343.5801669328485
129,515.7870027952855,210.96642371235143,755.0400204076683,471.65984071832247,758.4646361062188,287.20587194801595
130,601.0615400722726,215.9707275449465,788.6696369156676,442.37224680354234,586.1710612601031,402.07060171697447
131,604.1178245154073,192.45755821851625,730.5828957333421,385.0157750285234,728.4137526590429,356.4565126161924
132,668.4574816104472,235.17210209728188,836.8524285659443,428.7463450497848,779.549902608041,419.9121681413675
133,587.4830363472668,191.68808126777094,749.240867575475,308.27767649438863,798.3933352121323,277.77397249061454
134,551.1776321881563,286.78965700662945,793.5576296436119,457.80676410455715,770.185074156873,382.6456348914374
135,526.1013372033515,271.55613682925036,737.3045658291908,394.1490981357484,830.6829341270292,288.2489073788444
136,701.2734171552015,282.45929609243274,744.9616675798717,417.9343366114868,798.6506582328257,389.8579317611492
137,554.0261729897423,136.8819070834708,780.9450455718993,414.5350698485512,761.8656512743265,316.49055887741434
138,517.5458258562608,147.49692770572298,777.551867590278,445.6896357090286,682.7312531898042,306.66337129550465
139,566.414322150499,114.72660198613764,813.6182412208675,354.22163909809836,629.4590646138191,343.03562965853735
140,626.5819843371562,142.9426274279755,884.2795028435376,389.2183119729751,746.834805934555,349.4539842853028
141,619.3017863721402,245.49847876072948,799.8851746658277,431.06963930090967,863.3073126672857,314.0091292500273
142,643.0713981445532,242.96867849459954,757.6742609566579,375.4978533897172,605.7843528913089,413.54786864546105
143,679.9796802701994,183.0950586840474,752.8041047333206,345.118287542557,790.5937712840271,361.6028204748283
144,561.7795013722107,152.0974971224557,793.3307993622768,354.16027715106964,715.4690924682792,427.683216688333
145,631.0621807446992,184.19922787875498,754.9785921871696,386.11503828693753,681.6101222398149,346.08842811800787
146,615.8471904382814,233.47923703970653,814.8805860704388,464.0798129983123,806.616228443672,382.59495645061054
147,614.1499604127754,233.87327166105734,872.4606374243663,405.84495343844407,634.003473711674,434.7889259086779
148,637.0049387404334,150.86789264016417,806.1927705589432,380.8013455806173,746.6412227443598,369.1899101282825
149,625.358752519668,262.44607505402666,768.2575098360508,362.81019765168975,767.8100825914046,324.61883724928856
150,530.9525007240039,166.69247448209995,794.4057012430691,439.5901905276773,756.164788176388,407.32788184654
151,578.4165048262328,199.6147483388382,830.7970756617401,356.5834991535454,766.7728620867728,343.8070985427619
152,594.2334666290836,186.03609983714915,837.5098934825194,441.67762801755083,751.6221533157786,404.1937633872959
153,669.6913982864737,190.33710391519244,925.0074812598897,479.7592861755084,735.7340553296646,387.31352935775715
154,669.7219891139227,204.51763361174216,764.8975166723935,324.80398929189704,682.9919206441442,340.8099098540956
155,601.1842176815188,148.71610947023547,762.9707822799277,397.9724013831756,667.7056535729976,365.84948485689364
156,624.7483272421251,238.83317555212963,831.8352141317287,452.85737633283503,718.8093517301455,332.26529260205746
157,607.2895004293648,176.71741584886814,866.0425844400918,378.11832902194743,754.8877966604094,475.5560694912022
158,577.0597691140682,158.73059322415952,778.4266462326879,322.08209543055864,682.6404127359531,339.438989647354
159,626.2179376497065,183.60348451638612,838.7231711943397,479.6279081830696,703.8688880997902,353.64459143549965
160,587.1776216059111,220.8538783131913,883.8570093111364,444.7239051815807,740.2560708248527,401.26030869058286
161,593.8955764733441,183.93358728462405,877.8497513729671,418.3581925658463,665.064128612668,413.03234258981104
162,653.8588831137527,207.28930287796973,827.9384624068932,440.942082456499,748.2025645173459,400.15855079388183
163,691.1765867359536,199.58686206507264,836.5047618081679,407.02404033394043,770.0139705940596,481.5132539264292
164,581.1160120287225,225.1487298925094,747.3031044518149,391.61560405337997,714.7961905246999,391.99809661109566
165,498.4247554588271,122.1683556869432,733.5232092888295,441.5508201457182,736.8608276963017,424.4628942778977
166,514.4888371350149,177.2584337415455,850.8755583408908,446.22373167416134,778.937454115559,343.9178243840273
167,595.4690960048978,261.0675028801519,704.5918515939061,429.5223389594843,747.044936880237,292.1573495345492
168,579.0605897167376,145.75850964137751,823.589289790704,459.70443129916873,702.8953762909398,374.0157670144944
169,540.5075097384689,177.6709950985874,830.243735998064,443.14732965759407,677.8115458664126,320.1017752860001
170,626.7614673149802,191.02728463819815,753.9043951438398,376.6978536890991,777.8832085450408,374.6788485069871
171,574.0252679396477,241.30959767081723,793.4036313574803,443.16056180193226,745.6920359242819,361.6353085998
172,590.5824124428525,211.29581667510723,763.4170360403955,471.4919205205806,635.1248091760745,409.84813193829916
173,634.0202341927522,159.12816373742203,860.4417243179653,413.68235866759113,733.3870853004598,434.25560082557536
174,603.375561943372,270.9965556226484,834.8773251976047,426.10567046310274,636.7836544718373,344.6299715891795
175,671.8240225022405,236.58032639300203,846.2656486497907,468.79644074898897,702.9559735700603,380.90823511994176
176,526.8522210535539,258.08661799507365,707.0795529969216,442.05963509215,789.1172159894005,371.3788144590372
177,495.4274436120592,127.28492235269482,837.5649101659548,388.92672102694667,633.2259460273922,426.6176136227406
178,636.8329657804197,200.99727807414456,818.6074376393177,406.1289708375079,686.7492125502102,336.3081101846691
179,688.3780867010238,241.0651036602023,704.5481185977434,329.36913388300263,727.7311495082594,369.7693238216125
180,600.3599306086141,103.03578004480762,787.3073497678573,367.53737077155836,710.2799298093172,401.04305355150814
181,582.1649433844475,245.73209351614116,802.2802161716176,428.99890102707343,708.1122152636152,369.4835112739722
182,552.1282690242044,238.1249443171614,817.6737649753038,513.1879044725944,644.60958997976,385.90656465195406
183,511.29727713999006,172.74791017427003,804.7945007838437,432.4135034383568,753.9071537181394,385.5105817682031
184,563.3465980286753,259.53256773554375,737.2404553294747,385.65945308123884,683.863838355897,347.59596202110095
185,573.6454350605708,220.9304911103966,797.2922083871215,375.0408974266966,718.7614466819266,434.1112880886178
186,563.3938231565385,178.6397925662259,818.6777790434681,417.0694967901586,622.605579752294,424.8687442569993
187,611.7771266482252,161.43165458292242,752.5231494450588,357.17132167065665,679.3053902595644,348.99732071154716
188,555.6142113431566,188.75997467270204,817.0494751876525,402.83383531436334,800.747714610713,343.7869133904443
189,543.7729277718963,152.5699759047942,825.4555346661542,355.3918228591338,768.1055509360432,337.19150131046325
190,568.0996728188737,127.05244994535761,814.2700609186052,335.01873665618166,750.932287156645,361.1497060982591
191,601.5583487111251,170.99557195155714,806.8904057298708,357.9012106995025,719.5261355153937,312.81135880047395
192,644.0037431135188,198.60705877808107,854.4386920587328,504.2378471030309,700.0601796446746,364.48413684239677
193,635.5303000530284,174.13604380115953,762.0376963953786,355.88082891006013,674.6387095076329,377.8852573436793
194,611.1681904988616,208.44716318118313,719.4061550703071,397.64000460569366,770.4802468465505,386.6539523532105
195,571.2997070618841,259.0719940016799,745.1096886051564,332.89344810599073,728.0639270525977,319.428102927999
196,550.7518586662957,164.41093781024975,809.144977797977,418.9715999972698,739.1172608226595,370.76352103238946
197,585.213339855793,266.71014503298056,747.3009257754168,380.94971630276115,731.8202970072208,376.6327669386525
198,622.3345341527338,249.77327964507805,896.6248277144352,470.66874166328745,759.1523507089727,363.3956923982456
199,556.180367612414,224.785786644978,742.2610988693184,346.0902613767566,789.3610160147327,324.4776176148475
200,621.0755275417665,171.90378126422573,813.9031704085396,418.79725747695113,766.7137155941753,361.0827472107504
201,620.5482523725345,236.1493494251005,781.4511037996082,389.7368889029207,799.2786117940684,354.8801387400704
202,464.4197451295628,160.3925487462378,781.5228027612768,399.33373340578487,737.0692316057192,333.92264316363105
203,691.6047505988937,297.231989863123,835.738058332427,357.34907567305186,772.644049375078,359.62058057259645
204,566.0469745936377,246.22577270642034,783.2207800710524,384.9803209448476,728.6741342387198,382.9507248044973
205,586.4274930293963,125.87307427659053,809.6397405655975,292.0057235319769,677.1191231538647,364.7203294941611
206,671.6465453322513,185.1792669712721,794.1255835441711,343.8809879962621,675.6719126193254,349.0283127658785
207,630.2471435109906,305.1977171395139,754.7778837591974,431.5255742070822,694.9379168237183,401.598963517115
208,649.2208482588782,310.80092088715253,751.5376928232643,402.0606905203551,782.3646005758915,332.0133594306101
209,642.5591477552322,116.31647648824237,872.3766961473622,386.19825837935696,689.3808938591073,339.0628012298259
210,527.5790716247103,185.95977003278054,860.0935684272177,457.2655663605987,724.9728043714962,405.93604500177065
211,537.6670466256489,217.64353609719507,901.601803858102,498.1792246996706,641.5690068418548,350.2998463100627
212,563.930511231973,163.34631389842892,902.099138351606,488.4347434798911,778.540098408421,414.39876547453747
213,570.0185332825403,254.17125883988774,739.846370823958,439.341654411267,757.4000570396306,277.31795618596414
214,685.7501717584113,274.170074641036,814.5091754004231,325.82733358453106,717.8400913114727,441.87254124883697
215,591.2860198057838,213.8573444630257,758.9209640338629,409.18381988686446,670.5601724611963,306.1909240242369
216,630.7398716121883,273.227893894043,842.615054124233,455.995547474265,822.1384332457053,377.15574578944046
217,584.9732599934564,198.21121484548854,822.891018037737,381.0985775385251,690.6350866740919,378.53320303221903
218,617.51012812224,223.0880703053262,799.9062382173267,378.68063495057515,776.816804630858,430.82290155064965
219,626.8487151478033,273.1251695751528,668.0280825409118,382.7127086696278,777.4911412334724,397.5988637013884
220,592.0268693598381,240.57527266646096,670.8179162951313,399.5009130861171,697.4904638166306,316.1714378357067
221,590.002795295915,188.99367924142098,824.4235960155002,382.2219799585481,709.5682696708329,414.64207684395376
222,550.1615652005293,247.11020024947447,722.3810578577884,391.5934318585751,736.5397617389675,256.9801651692261
223,613.5371735607004,228.62709329821507,752.6731055430921,411.9047764426155,701.4770941790944,388.38234341456496
224,621.0643582058306,194.80079788366345,758.6392302985544,384.41961076736237,777.4178037860377,444.8214626879273
225,624.3204232384819,283.86632438881657,749.6126054739627,391.9263578050208,710.5118926220538,410.21347592237726
226,638.2454809219224,271.49805421246674,757.9779639754308,394.5465430577284,808.7093774977222,408.0113864509153
227,631.4950970170754,315.42438140386787,739.8029230201441,356.9724968074329,716.7253111277116,419.47524092813245
228,589.5260230446113,262.1952025076835,677.2879667571437,377.84624792439956,757.4863636993459,318.3966734691627
229,659.1621568277169,195.9179260614904,763.9225223386929,339.2540020724194,626.2662393873502,416.3120605990475
230,595.9931758829827,202.54595233372245,823.513198360646,393.43691222365106,628.7457106057934,407.6274579432138
231,506.8140347658065,266.0455811489773,717.4797657269523,377.6208881419783,780.7873053632765,378.6746194683764
232,560.1014072650263,158.81389230531332,787.0301076287755,463.72091072510153,642.307040027993,332.22349434060345
233,613.761345824585,160.98004878030355,849.1196746772908,312.6121811872576,740.5816823549414,432.89346526748034
234,681.7212067099356,198.6784553261496,739.7640519976394,299.20207540298736,682.3673273118803,349.48297821029746
235,604.323270738994,240.69130930166136,764.7551807276684,363.59607870468744,646.0495733824596,347.42929708950817
236,576.6678899786259,311.1172595193197,767.8901406853561,450.51309826316316,837.5601672159249,344.9464915219807
237,654.5669084557135,200.1604822784093,815.8032593878396,419.60959565265034,700.9455229699304,366.56217547079154
238,643.6929718438291,230.9493484621004,780.7656693643837,313.8808550120223,728.7176024283696,339.31126100010664
239,546.5401236907685,153.20389361535445,768.4097091509625,430.61538492958175,769.962810217042,345.4069314578121
240,635.284110560335,155.24080541911337,728.3006396406339,331.09979913182053,767.4165383487673,389.7707412959867
241,513.4861729499991,135.25030476882395,891.8490089191226,421.6264678799036,655.7206701554109,358.50262511600084
242,673.067889448546,192.86464399226014,844.9340376065238,376.75423560374503,784.9478078270364,342.5152218051071
243,569.7933536096901,192.96764557792832,750.979450755529,465.62597439233036,751.5958597586726,287.80198845510427
244,542.1764404836919,113.53008475419287,883.1355026718743,490.03387914462604,647.627335234454,345.87303391340214
245,544.5934784618001,146.37754097746435,837.0898737012344,380.3667322344071,681.6984289106724,336.7419877335814
246,680.7698778491668,290.52255809978897,746.4510324509082,312.9315822485062,763.3799760924296,384.6425017574371
247,625.4540876846507,276.9589947586071,839.6954739186676,425.2185185376822,816.4562311431224,363.84007667944553
248,522.7401205883083,151.37390660379523,737.3820395550849,346.0152401719971,767.1102810113505,263.9124047035949
249,586.7258637606116,201.57875348098315,728.0456584537249,419.5944030582631,806.1071236907197,369.91404134403865
250,620.9798642953166,199.5408651257417,678.5032437352355,348.37689285151123,757.4729222032589,328.1147224999937
251,588.5376635533651,200.0391681073155,757.6097309639451,440.0999147886396,785.8197960021366,301.60676492035947
252,660.2673584206397,179.5339494155952,782.5435414940844,397.78304063954965,792.1068172728228,380.96234409599475
253,626.6391471865973,167.52865351283742,822.9886867162177,440.9948512406326,556.2410485406307,382.8024474039977
254,572.6662154535256,158.7863328323699,794.6875517809376,453.5490223757875,738.3381846995928,329.13679215980255
255,529.8676795742797,203.52058706170374,743.7919348920797,402.94176778592185,649.6123268204911,389.94361104170406
256,596.8669045304975,188.1186006375231,849.3133847395821,516.3970123054422,779.6945260713271,333.54280520906383
257,606.4492205231518,210.2593882394367,743.6828969639158,383.9847556351069,762.9760513738114,322.308697128768
258,640.8705380503153,251.1329735584577,805.1010061080437,430.12555271872185,756.8519944473694,336.25224621696384
259,574.5531030658075,235.17407625221654,722.7259017190061,483.11474008178857,712.242110345249,371.8936242296148
260,500.2431694453875,157.65538886690456,765.3772626042446,359.23251547983,771.2147905793848,401.2569843176673
261,601.8093912411274,184.82864217783418,747.6519063335534,366.69980338304697,726.2415854696721,322.5046404656177
262,589.7492375258107,228.17715136006774,788.5477025822688,459.3874490250028,565.347882863186,400.5805925464685
263,493.51175769393393,80.36969961914785,854.5457461570531,464.5795906692557,714.279109094909,424.39785956923737
264,539.4903190875802,219.0184290819941,721.1076810651025,379.26971765718935,745.0031713421323,300.1670728376166
265,573.2814998170061,191.03075742545474,764.6515110643694,460.1242025727012,778.5763502934233,358.2478013765452
266,482.35499557988425,194.7512403491671,712.4530143921331,355.42098062915056,761.8860960030034,352.91175238529667
267,554.4152173228032,147.17554316795702,843.6378377133774,459.73099862765525,694.75857484719,353.6762470681821
268,637.0665350319612,204.97542828757472,821.5898278718895,290.27625683705696,709.4655281001121,396.9578104798771
269,530.3557265595937,218.18779719136626,806.712599341146,495.72923037161297,763.6203650807605,409.64528240230607
270,641.8877754922066,161.01078003673905,817.1034973190993,429.8638426436872,768.9763306906882,317.8165411674927
271,524.1292050474211,165.32060582931365,903.5663383029131,494.27299709964524,650.556821301375,366.6042282798935
272,576.8409810789943,213.74577386622974,822.135813779158,375.2649811259029,751.3732189698372,343.0716481874865
273,547.5665654119588,156.5174976339765,866.5093612769681,450.07070110890476,710.8727029266607,368.5030330560831
274,593.3531404886052,170.42053933258848,751.6962694271242,371.32371037317927,704.0266885727713,396.54040643685613
275,619.8045043088789,281.49346141984296,782.766520327234,405.8312601264222,683.6063137490781,378.6933073298227
276,695.4984114427194,210.9491955464225,739.7433884696627,328.5258687078295,769.2358998369672,369.02223113378346
277,632.4925512494162,296.91847248056115,774.7133019924597,461.2427523994153,635.1350712813224,350.21512684112236
278,652.8055925242629,235.60220604661217,810.9849753222397,341.70946208019546,696.8921627806184,337.3542478805688
279,659.3682507434879,271.31343211547266,810.4819754352609,357.5843540864259,619.7608319678781,386.91553950888846
280,584.5238756250897,236.13885580926978,748.2741702784945,419.8941414106025,757.8933232485376,330.1470751672452
